SortIt	Order	Date	Image_Name	SiteNo	SideNo	LFC	LFCC	LFCCR	DF	Pelicans	Grebes	Cormorant	Percent_Obstructed	Exposure	Image_Clarity	Water_Clarity	Month	Day	Year	Time	Time_as_Num	Discharge_cms	Velocity_m_s	Argo_Depth_m	Logger_Depth_m	Logger_Temp_C	DucksUnlimited_Temp	Discharge_Dir
630	2727	06/06/2014	IMG_2150	1	1	32	32	32	0	0	0	0	0	2	1	2	6	6	2014	20:15:00	0.84375	7.62	0.196	3.004	1.153	18.554	18.7	From_Lake
631	2728	06/06/2014	IMG_2151	1	1	29	29	29	0	0	0	0	0	2	1	2	6	6	2014	20:30:00	0.85417	8.217	0.217	3.001	1.153	18.6	18.7	From_Lake
632	2729	06/06/2014	IMG_2152	1	1	29	29	29	0	0	0	0	0	2	1	2	6	6	2014	20:45:00	0.86458	6.929	0.208	2.997	1.152	18.622	18.7	From_Lake
633	2730	06/06/2014	IMG_2153	1	1	28	28	28	0	0	0	0	0	2	1	2	6	6	2014	21:00:00	0.875	7.741	0.16	3.003	1.152	18.542	18.7	From_Lake
634	2731	06/06/2014	IMG_2154	1	1	31	31	31	0	0	0	0	0	2	1	2	6	6	2014	21:15:00	0.88542	8.169	0.154	2.998	1.152	18.413	18.6	From_Lake
635	2732	06/06/2014	IMG_2155	1	1	46	46	46	0	0	0	0	0	2	1	2	6	6	2014	21:30:00	0.89583	8.84	0.164	2.999	1.151	18.344	18.6	From_Lake
636	2733	06/06/2014	IMG_2156	1	1	33	34	34	0	0	0	0	3	2	1	3	6	6	2014	21:45:00	0.90625	8.471	0.141	3	1.157	18.25	18.6	From_Lake
637	2764	07/06/2014	IMG_2187	1	1	15	15	15	0	0	0	0	1	2	1	3	7	6	2014	5:30:00	0.22917	5.302	0.122	3.016	1.156	16.662	17.5	From_Lake
638	2765	07/06/2014	IMG_2188	1	1	24	24	24	0	0	0	0	1	2	1	3	7	6	2014	5:45:00	0.23958	5.543	0.129	3.016	1.155	16.646	17.5	From_Lake
639	2766	07/06/2014	IMG_2189	1	1	23	23	23	0	0	0	0	0	2	1	3	7	6	2014	6:00:00	0.25	5.298	0.138	3.017	1.153	16.64	17.4	From_Lake
640	2767	07/06/2014	IMG_2190	1	1	25	25	25	0	0	0	0	0	2	1	3	7	6	2014	6:15:00	0.26042	3.776	0.119	3.024	1.148	16.653	17.4	From_Lake
641	2768	07/06/2014	IMG_2191	1	1	30	30	30	0	0	0	0	0	2	1	3	7	6	2014	6:30:00	0.27083	2.69	0.111	3.017	1.144	16.658	17.3	From_Lake
642	2769	07/06/2014	IMG_2192	1	1	20	20	20	0	1	0	0	1	2	1	3	7	6	2014	6:45:00	0.28125	2.58	0.115	3.021	1.14	16.659	17.3	From_Lake
643	2770	07/06/2014	IMG_2193	1	1	24	24	24	0	0	0	0	0	2	1	3	7	6	2014	7:00:00	0.29167	2.174	0.111	3.016	1.137	16.663	17.3	From_Lake
644	2771	07/06/2014	IMG_2194	1	1	28	28	28	0	0	0	0	0	2	1	3	7	6	2014	7:15:00	0.30208	1.949	0.084	3.019	1.135	16.666	17.3	From_Lake
645	2772	07/06/2014	IMG_2195	1	1	39	39	39	1	0	0	0	0	2	1	3	7	6	2014	7:30:00	0.3125	1.955	0.065	3.017	1.133	16.674	17.3	From_Lake
646	2773	07/06/2014	IMG_2196	1	1	31	31	31	0	0	0	0	0	2	1	3	7	6	2014	7:45:00	0.32292	2.009	0.063	3.02	1.133	16.682	17.3	From_Lake
647	2774	07/06/2014	IMG_2197	1	1	18	18	18	0	0	0	0	0	2	1	3	7	6	2014	8:00:00	0.33333	2.013	0.056	3.014	1.135	16.696	17.3	From_Lake
648	2775	07/06/2014	IMG_2198	1	1	25	25	25	0	0	0	0	0	2	1	3	7	6	2014	8:15:00	0.34375	2.259	0.052	3.016	1.138	16.704	17.3	From_Lake
649	2776	07/06/2014	IMG_2199	1	1	36	36	36	0	0	0	0	0	2	1	3	7	6	2014	8:30:00	0.35417	2.571	0.052	3.02	1.14	16.711	17.3	From_Lake
650	2777	07/06/2014	IMG_2200	1	1	25	25	25	0	0	0	0	0	2	1	3	7	6	2014	8:45:00	0.36458	2.768	0.053	3.018	1.143	16.741	17.3	From_Lake
651	2778	07/06/2014	IMG_2201	1	1	34	34	34	0	0	0	0	0	2	1	3	7	6	2014	9:00:00	0.375	2.626	0.053	3.021	1.145	16.781	17.3	From_Lake
652	2779	07/06/2014	IMG_2202	1	1	14	14	14	0	0	0	0	0	2	1	3	7	6	2014	9:15:00	0.38542	2.994	0.058	3.014	1.147	16.814	17.3	From_Lake
653	2780	07/06/2014	IMG_2203	1	1	23	23	23	0	1	1	0	1	2	1	3	7	6	2014	9:30:00	0.39583	2.791	0.063	3.014	1.148	16.828	17.3	From_Lake
654	2781	07/06/2014	IMG_2204	1	1	27	27	27	0	0	0	0	0	2	1	2	7	6	2014	9:45:00	0.40625	3.392	0.067	3.013	1.147	16.883	17.4	From_Lake
655	2782	07/06/2014	IMG_2205	1	1	30	30	30	0	0	0	0	0	2	1	2	7	6	2014	10:00:00	0.41667	4.217	0.064	3.013	1.146	16.932	17.4	From_Lake
656	2783	07/06/2014	IMG_2206	1	1	25	25	25	0	0	0	0	0	2	1	2	7	6	2014	10:15:00	0.42708	4.018	0.071	3.013	1.145	17.009	17.4	From_Lake
657	2784	07/06/2014	IMG_2207	1	1	20	20	20	0	0	0	0	0	2	1	2	7	6	2014	10:30:00	0.4375	3.594	0.067	3.01	1.144	17.088	17.5	From_Lake
658	2785	07/06/2014	IMG_2208	1	1	33	33	33	0	0	0	0	0	2	1	2	7	6	2014	10:45:00	0.44792	3.149	0.078	3.014	1.142	17.134	17.6	From_Lake
659	2786	07/06/2014	IMG_2209	1	1	22	22	22	0	0	0	0	0	2	1	2	7	6	2014	11:00:00	0.45833	2.786	0.092	3.015	1.141	17.183	17.6	From_Lake
660	2787	07/06/2014	IMG_2210	1	1	34	34	34	0	0	0	0	0	2	1	2	7	6	2014	11:15:00	0.46875	3.744	0.089	3.015	1.141	17.248	17.7	From_Lake
661	2788	07/06/2014	IMG_2211	1	1	35	37	37	0	0	0	0	5	2	1	2	7	6	2014	11:30:00	0.47917	4.009	0.081	3.015	1.141	17.3	17.8	From_Lake
662	2789	07/06/2014	IMG_2212	1	1	24	25	25	0	0	0	0	4	2	1	2	7	6	2014	11:45:00	0.48958	3.895	0.074	3.006	1.141	17.391	17.9	From_Lake
663	2790	07/06/2014	IMG_2213	1	1	30	31	31	0	0	0	0	5	2	1	2	7	6	2014	12:00:00	0.5	3.404	0.067	3.007	1.14	17.498	18	From_Lake
664	2791	07/06/2014	IMG_2214	1	1	28	30	30	0	0	0	0	6	2	1	2	7	6	2014	12:15:00	0.51042	2.98	0.084	3.007	1.139	17.598	18.1	From_Lake
665	2792	07/06/2014	IMG_2215	1	1	34	37	37	0	0	0	0	9	2	1	2	7	6	2014	12:30:00	0.52083	2.846	0.089	3	1.138	17.719	18.2	From_Lake
666	2793	07/06/2014	IMG_2216	1	1	27	29	29	0	0	0	0	7	2	1	2	7	6	2014	12:45:00	0.53125	3.579	0.087	3	1.136	17.814	18.3	From_Lake
667	2794	07/06/2014	IMG_2217	1	1	18	20	20	0	0	0	0	10	2	1	2	7	6	2014	13:00:00	0.54167	2.281	0.078	3.006	1.137	17.918	18.3	From_Lake
668	2795	07/06/2014	IMG_2218	1	1	26	29	29	0	0	0	0	13	2	1	2	7	6	2014	13:15:00	0.55208	3.01	0.071	3.005	1.134	17.998	18.5	From_Lake
669	2796	07/06/2014	IMG_2219	1	1	28	31	31	0	0	0	0	11	2	1	2	7	6	2014	13:30:00	0.5625	3.524	0.068	3.009	1.138	18.076	18.5	From_Lake
670	2797	07/06/2014	IMG_2220	1	1	21	24	23	0	0	0	0	12	2	1	2	7	6	2014	13:45:00	0.57292	3.88	0.081	3.009	1.141	18.161	18.6	From_Lake
671	2798	07/06/2014	IMG_2221	1	1	23	26	26	0	0	0	0	12	2	1	2	7	6	2014	14:00:00	0.58333	4.532	0.058	3.009	1.146	18.251	18.7	From_Lake
672	2799	07/06/2014	IMG_2222	1	1	23	25	25	0	0	0	0	10	2	1	2	7	6	2014	14:15:00	0.59375	6.007	0.071	3.007	1.154	18.324	18.8	From_Lake
673	2800	07/06/2014	IMG_2223	1	1	24	26	26	0	0	0	0	8	2	1	2	7	6	2014	14:30:00	0.60417	8.552	0.08	3.009	1.16	18.428	18.9	From_Lake
674	2801	07/06/2014	IMG_2224	1	1	16	17	17	0	0	0	0	8	2	1	2	7	6	2014	14:45:00	0.61458	9.139	0.087	3.005	1.162	18.515	19	From_Lake
675	2802	07/06/2014	IMG_2225	1	1	15	16	16	0	0	0	0	7	2	1	2	7	6	2014	15:00:00	0.625	10.334	0.098	3.006	1.168	18.68	19	From_Lake
676	2803	07/06/2014	IMG_2226	1	1	21	22	22	0	0	0	0	2	2	1	2	7	6	2014	15:15:00	0.63542	11.902	0.124	3.008	1.169	18.683	19.1	From_Lake
677	2804	07/06/2014	IMG_2227	1	1	26	27	27	0	0	0	0	2	2	1	2	7	6	2014	15:30:00	0.64583	12.04	0.169	3.009	1.17	18.746	19.2	From_Lake
678	2805	07/06/2014	IMG_2228	1	1	15	15	15	0	0	0	0	2	2	1	2	7	6	2014	15:45:00	0.65625	12.645	0.18	3.008	1.166	18.871	19.2	From_Lake
679	2806	07/06/2014	IMG_2229	1	1	24	25	25	0	0	0	0	2	2	1	2	7	6	2014	16:00:00	0.66667	11.976	0.201	3.005	1.165	18.937	19.2	From_Lake
680	2807	07/06/2014	IMG_2230	1	1	27	28	28	0	0	0	0	2	2	1	2	7	6	2014	16:15:00	0.67708	12.487	0.229	3.008	1.161	19.219	19.2	From_Lake
681	2808	07/06/2014	IMG_2231	1	1	21	21	21	0	0	0	0	0	2	1	2	7	6	2014	16:30:00	0.6875	11.404	0.231	3.007	1.159	19.218	19.3	From_Lake
682	2809	07/06/2014	IMG_2232	1	1	19	19	19	0	0	0	0	0	2	1	2	7	6	2014	16:45:00	0.69792	10.692	0.242	3.005	1.152	18.986	19.3	From_Lake
683	2810	07/06/2014	IMG_2233	1	1	26	26	26	0	0	0	0	0	2	1	2	7	6	2014	17:00:00	0.70833	9.758	0.23	3.006	1.146	19.143	19.2	From_Lake
684	2811	07/06/2014	IMG_2234	1	1	32	32	32	0	0	0	0	0	2	1	2	7	6	2014	17:15:00	0.71875	7.171	0.24	3.003	1.141	19.236	19.1	From_Lake
685	2812	07/06/2014	IMG_2235	1	1	31	31	31	0	0	0	0	0	2	1	2	7	6	2014	17:30:00	0.72917	6.08	0.22	3.005	1.138	19.392	19	From_Lake
686	2813	07/06/2014	IMG_2236	1	1	36	36	36	0	0	0	0	0	2	1	2	7	6	2014	17:45:00	0.73958	5.357	0.208	3	1.132	19.417	19.1	From_Lake
687	2814	07/06/2014	IMG_2237	1	1	33	33	33	0	0	0	0	0	2	1	2	7	6	2014	18:00:00	0.75	3.548	0.191	3.003	1.13	19.477	19.2	From_Lake
688	2815	07/06/2014	IMG_2238	1	1	39	39	39	0	0	0	0	0	2	1	2	7	6	2014	18:15:00	0.76042	2.853	0.146	2.997	1.123	19.685	19.2	From_Lake
689	2816	07/06/2014	IMG_2239	1	1	54	54	54	0	0	0	0	0	2	1	2	7	6	2014	18:30:00	0.77083	2.371	0.126	2.998	1.121	19.67	19.2	From_Lake
690	2817	07/06/2014	IMG_2240	1	1	45	45	45	0	0	0	0	0	2	1	2	7	6	2014	18:45:00	0.78125	1.472	0.113	3	1.116	19.607	19.3	From_Lake
691	2818	07/06/2014	IMG_2241	1	1	43	43	43	0	0	0	0	0	2	1	2	7	6	2014	19:00:00	0.79167	0.637	0.081	2.995	1.113	19.523	19.2	From_Lake
692	2819	07/06/2014	IMG_2242	1	1	40	40	40	0	0	0	0	0	2	1	2	7	6	2014	19:15:00	0.80208	1.031	0.069	2.998	1.112	19.546	19.2	From_Lake
693	2820	07/06/2014	IMG_2243	1	1	39	39	39	0	0	0	0	0	2	1	2	7	6	2014	19:30:00	0.8125	1.086	0.06	2.994	1.113	19.594	19.2	From_Lake
694	2821	07/06/2014	IMG_2244	1	1	26	26	26	0	0	0	0	0	2	1	2	7	6	2014	19:45:00	0.82292	0.891	0.044	2.991	1.115	19.564	19.2	From_Lake
695	2822	07/06/2014	IMG_2245	1	1	32	32	32	0	0	0	0	0	2	1	2	7	6	2014	20:00:00	0.83333	1.2	0.029	2.997	1.117	19.496	19.2	From_Lake
696	2823	07/06/2014	IMG_2246	1	1	31	31	31	0	0	0	0	0	2	1	2	7	6	2014	20:15:00	0.84375	0.865	0.036	3	1.12	19.445	19.2	From_Lake
697	2824	07/06/2014	IMG_2247	1	1	27	27	27	0	0	0	0	0	2	1	2	7	6	2014	20:30:00	0.85417	1.768	0.037	2.998	1.121	19.433	19.2	From_Lake
698	2825	07/06/2014	IMG_2248	1	1	40	40	40	0	0	0	0	0	2	1	2	7	6	2014	20:45:00	0.86458	1.119	0.034	3	1.12	19.409	19.2	From_Lake
699	2826	07/06/2014	IMG_2249	1	1	44	44	44	0	0	0	0	0	2	1	2	7	6	2014	21:00:00	0.875	1.09	0.039	3	1.119	19.346	19.2	From_Lake
700	2827	07/06/2014	IMG_2250	1	1	26	26	26	0	0	1	0	1	2	1	2	7	6	2014	21:15:00	0.88542	0.92	0.033	3.004	1.118	19.27	19.2	From_Lake
701	2828	07/06/2014	IMG_2251	1	1	35	35	35	0	0	0	0	1	2	1	2	7	6	2014	21:30:00	0.89583	1.032	0.049	3.005	1.115	19.255	19.2	From_Lake
702	2829	07/06/2014	IMG_2252	1	1	36	37	37	0	0	0	0	3	2	1	3	7	6	2014	21:45:00	0.90625	0.189	0.038	3.004	1.113	19.168	19.1	From_Lake
703	2860	08/06/2014	IMG_2283	1	1	42	43	43	0	0	0	0	2	2	1	2	8	6	2014	5:30:00	0.22917	-2.552	-0.147	3.004	1.135	17.309	18.1	From_Marsh
704	2861	08/06/2014	IMG_2284	1	1	46	47	47	0	0	0	0	3	2	1	2	8	6	2014	5:45:00	0.23958	0.136	-0.121	3.015	1.139	17.301	18.2	From_Lake
705	2862	08/06/2014	IMG_2285	1	1	16	16	16	0	0	0	0	1	2	1	2	8	6	2014	6:00:00	0.25	4.036	-0.079	3.017	1.144	17.277	18.1	From_Lake
706	2863	08/06/2014	IMG_2286	1	1	17	17	17	0	0	0	0	0	2	1	2	8	6	2014	6:15:00	0.26042	7.122	-0.058	3.025	1.146	17.24	18	From_Lake
707	2864	08/06/2014	IMG_2287	1	1	14	14	14	0	0	0	0	0	2	1	2	8	6	2014	6:30:00	0.27083	8.712	-0.027	3.028	1.145	17.21	18	From_Lake
708	2865	08/06/2014	IMG_2288	1	1	17	17	17	0	2	0	0	1	2	1	2	8	6	2014	6:45:00	0.28125	7.038	0.02	3.03	1.141	17.192	18	From_Lake
709	2866	08/06/2014	IMG_2289	1	1	28	28	28	0	0	0	0	0	2	1	3	8	6	2014	7:00:00	0.29167	5.332	0.088	3.033	1.142	17.166	18	From_Lake
710	2867	08/06/2014	IMG_2290	1	1	16	16	16	0	1	0	0	1	2	1	3	8	6	2014	7:15:00	0.30208	3.219	0.142	3.031	1.139	17.128	18	From_Lake
711	2868	08/06/2014	IMG_2291	1	1	11	11	11	0	2	0	0	4	2	1	3	8	6	2014	7:30:00	0.3125	2.075	0.17	3.028	1.139	17.107	17.9	From_Lake
712	2869	08/06/2014	IMG_2292	1	1	12	12	12	0	0	0	0	0	2	1	3	8	6	2014	7:45:00	0.32292	1.623	0.141	3.025	1.14	17.089	17.9	From_Lake
713	2870	08/06/2014	IMG_2293	1	1	4	4	4	0	0	0	0	0	2	1	3	8	6	2014	8:00:00	0.33333	1.507	0.111	3.026	1.138	17.054	17.9	From_Lake
714	2871	08/06/2014	IMG_2294	1	1	6	7	7	0	6	0	0	17	2	1	2	8	6	2014	8:15:00	0.34375	2.448	0.074	3.026	1.137	17.049	17.9	From_Lake
715	2872	08/06/2014	IMG_2295	1	1	10	12	12	0	4	0	0	17	2	1	3	8	6	2014	8:30:00	0.35417	2.583	0.054	3.025	1.135	17.045	17.9	From_Lake
716	2873	08/06/2014	IMG_2296	1	1	19	19	19	0	0	0	0	0	2	1	3	8	6	2014	8:45:00	0.36458	1.555	0.046	3.029	1.134	17.063	17.9	From_Lake
717	2874	08/06/2014	IMG_2297	1	1	21	21	21	0	0	0	0	0	2	1	3	8	6	2014	9:00:00	0.375	1.096	0.044	3.028	1.129	17.072	17.9	From_Lake
718	2875	08/06/2014	IMG_2298	1	1	17	17	17	0	0	0	0	0	2	1	3	8	6	2014	9:15:00	0.38542	0.615	0.061	3.027	1.122	17.08	17.9	From_Lake
719	2876	08/06/2014	IMG_2299	1	1	19	19	19	0	0	0	0	0	2	2	3	8	6	2014	9:30:00	0.39583	-0.996	0.063	3.021	1.114	17.082	17.9	From_Marsh
720	2877	08/06/2014	IMG_2300	1	1	18	21	21	14	0	0	0	16	2	1	3	8	6	2014	9:45:00	0.40625	-3.139	0.045	3.018	1.107	17.087	17.9	From_Marsh
721	2878	08/06/2014	IMG_2301	1	1	66	66	66	0	0	0	0	0	2	1	2	8	6	2014	10:00:00	0.41667	-5.886	0.037	3.012	1.102	17.106	18	From_Marsh
722	2879	08/06/2014	IMG_2302	1	1	31	32	32	0	0	0	0	4	2	1	2	8	6	2014	10:15:00	0.42708	-7.767	0.029	3.013	1.102	17.156	18	From_Marsh
723	2880	08/06/2014	IMG_2303	1	1	55	55	55	0	0	0	0	0	2	1	1	8	6	2014	10:30:00	0.4375	-7.503	0	3.008	1.106	17.181	18	From_Marsh
724	2881	08/06/2014	IMG_2304	1	1	72	72	72	0	0	0	0	0	2	1	1	8	6	2014	10:45:00	0.44792	-6.867	-0.038	3.007	1.111	17.209	18.1	From_Marsh
725	2882	08/06/2014	IMG_2305	1	1	56	58	58	0	0	0	0	4	2	1	1	8	6	2014	11:00:00	0.45833	-4.973	-0.087	3.002	1.116	17.234	18.1	From_Marsh
726	2883	08/06/2014	IMG_2306	1	1	27	27	27	0	0	0	0	0	2	1	2	8	6	2014	11:15:00	0.46875	-2.882	-0.12	3.007	1.123	17.286	18.1	From_Marsh
727	2884	08/06/2014	IMG_2307	1	1	9	9	9	0	0	0	0	0	2	1	3	8	6	2014	11:30:00	0.47917	-1.458	-0.115	3.011	1.124	17.387	18.2	From_Marsh
728	2885	08/06/2014	IMG_2308	1	1	3	3	3	0	0	0	0	0	2	1	3	8	6	2014	11:45:00	0.48958	-0.179	-0.104	3.015	1.126	17.534	18.2	From_Marsh
729	2886	08/06/2014	IMG_2309	1	1	0	0	0	0	0	0	0	0	2	1	3	8	6	2014	12:00:00	0.5	1.559	-0.07	3.016	1.129	17.632	18.3	From_Lake
730	2887	08/06/2014	IMG_2310	1	1	5	5	5	0	0	0	0	0	2	1	3	8	6	2014	12:15:00	0.51042	1.923	-0.033	3.021	1.127	17.692	18.3	From_Lake
731	2888	08/06/2014	IMG_2311	1	1	6	6	6	0	0	0	0	0	2	1	3	8	6	2014	12:30:00	0.52083	2.007	-0.008	3.019	1.124	17.773	18.4	From_Lake
732	2889	08/06/2014	IMG_2312	1	1	14	14	14	0	0	0	0	0	2	1	3	8	6	2014	12:45:00	0.53125	1.753	0.015	3.022	1.121	17.874	18.5	From_Lake
733	2890	08/06/2014	IMG_2313	1	1	7	7	7	0	0	0	0	0	2	1	3	8	6	2014	13:00:00	0.54167	0.926	0.045	3.022	1.119	17.947	18.6	From_Lake
734	2891	08/06/2014	IMG_2314	1	1	3	3	3	0	0	0	0	1	2	1	3	8	6	2014	13:15:00	0.55208	0.728	0.052	3.017	1.118	18.061	18.7	From_Lake
735	2892	08/06/2014	IMG_2315	1	1	3	3	3	0	0	0	0	2	2	1	3	8	6	2014	13:30:00	0.5625	1.097	0.053	3.016	1.12	18.21	18.8	From_Lake
736	2893	08/06/2014	IMG_2316	1	1	7	7	7	0	0	0	0	4	2	1	3	8	6	2014	13:45:00	0.57292	3.251	0.049	3.018	1.12	18.392	18.9	From_Lake
737	2894	08/06/2014	IMG_2317	1	1	56	63	63	0	0	0	0	12	2	1	2	8	6	2014	14:00:00	0.58333	5.504	0.034	3.011	1.121	18.576	19.1	From_Lake
738	2895	08/06/2014	IMG_2318	1	1	41	46	46	0	0	0	0	12	2	1	2	8	6	2014	14:15:00	0.59375	4.69	0.031	3.012	1.124	18.779	19.2	From_Lake
739	2896	08/06/2014	IMG_2319	1	1	40	44	44	0	0	0	0	10	2	1	2	8	6	2014	14:30:00	0.60417	3.625	0.037	3.013	1.125	18.895	19.4	From_Lake
740	2897	08/06/2014	IMG_2320	1	1	45	47	47	0	0	0	0	3	2	1	2	8	6	2014	14:45:00	0.61458	2.776	0.075	3.014	1.124	19.041	19.6	From_Lake
741	2898	08/06/2014	IMG_2321	1	1	43	45	45	0	0	0	0	4	2	1	2	8	6	2014	15:00:00	0.625	3.227	0.115	3.01	1.123	19.194	19.7	From_Lake
742	2899	08/06/2014	IMG_2322	1	1	48	53	53	0	0	0	0	9	2	1	2	8	6	2014	15:15:00	0.63542	1.731	0.101	3.002	1.118	19.229	19.9	From_Lake
743	2900	08/06/2014	IMG_2323	1	1	43	44	44	0	0	0	0	3	2	1	2	8	6	2014	15:30:00	0.64583	1.086	0.082	3.004	1.113	19.153	20	From_Lake
744	2901	08/06/2014	IMG_2324	1	1	35	35	35	0	0	0	0	0	2	1	2	8	6	2014	15:45:00	0.65625	1.057	0.067	3.002	1.106	19.233	20.1	From_Lake
745	2902	08/06/2014	IMG_2325	1	1	32	32	32	0	0	0	0	0	2	1	2	8	6	2014	16:00:00	0.66667	-0.092	0.075	3.002	1.103	19.407	20.1	From_Marsh
746	2903	08/06/2014	IMG_2326	1	1	26	26	26	0	0	0	0	0	2	1	2	8	6	2014	16:15:00	0.67708	-1.014	0.049	2.997	1.1	19.66	20.1	From_Marsh
747	2904	08/06/2014	IMG_2327	1	1	6	6	6	0	0	0	0	0	2	1	3	8	6	2014	16:30:00	0.6875	-1.997	0.037	2.998	1.098	19.921	20.1	From_Marsh
748	2905	08/06/2014	IMG_2328	1	1	2	2	2	0	0	0	0	0	2	1	3	8	6	2014	16:45:00	0.69792	-1.185	0.037	2.997	1.108	20.264	20.1	From_Marsh
749	2906	08/06/2014	IMG_2329	1	1	0	0	0	0	0	0	0	0	2	1	3	8	6	2014	17:00:00	0.70833	1.987	0.016	2.994	1.113	20.356	20.4	From_Lake
750	2907	08/06/2014	IMG_2330	1	1	0	0	0	0	0	0	0	0	2	1	3	8	6	2014	17:15:00	0.71875	5.877	-0.001	2.994	1.114	20.398	20.8	From_Lake
751	2908	08/06/2014	IMG_2331	1	1	13	13	13	0	0	0	0	0	2	1	3	8	6	2014	17:30:00	0.72917	8.34	-0.018	2.996	1.118	20.453	21.1	From_Lake
752	2909	08/06/2014	IMG_2332	1	1	24	24	24	0	0	0	0	0	2	1	2	8	6	2014	17:45:00	0.73958	8.115	-0.004	2.997	1.118	20.502	21.2	From_Lake
753	2910	08/06/2014	IMG_2333	1	1	36	36	36	0	0	0	0	0	2	1	2	8	6	2014	18:00:00	0.75	6.116	0.053	3	1.121	20.521	21.2	From_Lake
754	2911	08/06/2014	IMG_2334	1	1	29	29	29	0	0	0	0	0	2	1	2	8	6	2014	18:15:00	0.76042	4.105	0.122	3.004	1.122	20.552	21.2	From_Lake
755	2912	08/06/2014	IMG_2335	1	1	46	46	46	0	0	0	0	0	2	1	2	8	6	2014	18:30:00	0.77083	3.726	0.166	3.001	1.123	20.556	21.2	From_Lake
756	2913	08/06/2014	IMG_2336	1	1	29	29	29	0	0	0	0	0	2	1	2	8	6	2014	18:45:00	0.78125	3.835	0.163	2.996	1.123	20.562	21.2	From_Lake
757	2914	08/06/2014	IMG_2337	1	1	32	32	32	0	0	0	0	0	2	1	2	8	6	2014	19:00:00	0.79167	5.07	0.127	2.993	1.127	20.585	21.2	From_Lake
758	2915	08/06/2014	IMG_2338	1	1	27	27	27	0	0	0	0	0	2	1	2	8	6	2014	19:15:00	0.80208	5.971	0.091	2.994	1.129	20.631	21.2	From_Lake
759	2916	08/06/2014	IMG_2339	1	1	19	19	19	0	0	0	0	0	2	1	2	8	6	2014	19:30:00	0.8125	6.874	0.084	2.999	1.13	20.664	21.2	From_Lake
760	2917	08/06/2014	IMG_2340	1	1	18	18	18	0	0	0	0	0	2	1	2	8	6	2014	19:45:00	0.82292	7.946	0.086	2.998	1.128	20.617	21.1	From_Lake
761	2918	08/06/2014	IMG_2341	1	1	18	18	18	0	0	0	0	0	2	1	2	8	6	2014	20:00:00	0.83333	7.947	0.108	2.998	1.131	20.662	21.1	From_Lake
762	2919	08/06/2014	IMG_2342	1	1	30	30	30	0	0	0	0	0	2	1	2	8	6	2014	20:15:00	0.84375	8.759	0.124	2.999	1.129	20.638	21	From_Lake
763	2920	08/06/2014	IMG_2343	1	1	19	19	19	0	0	0	0	0	2	1	2	8	6	2014	20:30:00	0.85417	8.135	0.14	3	1.128	20.597	20.9	From_Lake
764	2921	08/06/2014	IMG_2344	1	1	23	23	23	0	0	0	0	0	2	1	2	8	6	2014	20:45:00	0.86458	7.094	0.159	3.001	1.126	20.587	20.9	From_Lake
765	2922	08/06/2014	IMG_2345	1	1	27	27	27	0	0	0	0	0	2	1	2	8	6	2014	21:00:00	0.875	7.497	0.159	3.001	1.125	20.535	20.7	From_Lake
766	2923	08/06/2014	IMG_2346	1	1	26	26	26	0	0	0	0	1	2	1	2	8	6	2014	21:15:00	0.88542	5.807	0.174	2.996	1.122	20.471	20.7	From_Lake
767	2924	08/06/2014	IMG_2347	1	1	36	38	38	0	0	0	0	6	2	1	2	8	6	2014	21:30:00	0.89583	4.29	0.163	2.994	1.121	20.44	20.6	From_Lake
768	2925	08/06/2014	IMG_2348	1	1	49	52	52	0	0	0	0	6	2	1	2	8	6	2014	21:45:00	0.90625	4.27	0.144	2.999	1.12	20.426	20.5	From_Lake
769	2956	09/06/2014	IMG_2379	1	1	12	12	12	0	0	0	0	3	2	1	3	9	6	2014	5:30:00	0.22917	6.453	0.048	3.004	1.133	18.232	18.5	From_Lake
770	2957	09/06/2014	IMG_2380	1	1	20	20	20	0	0	0	0	2	2	1	3	9	6	2014	5:45:00	0.23958	8.512	0.066	3.006	1.136	18.155	18.5	From_Lake
771	2958	09/06/2014	IMG_2381	1	1	12	12	12	0	0	0	0	0	2	1	3	9	6	2014	6:00:00	0.25	8.361	0.084	3.007	1.137	18.131	18.5	From_Lake
772	2959	09/06/2014	IMG_2382	1	1	8	8	8	0	0	0	0	0	2	2	3	9	6	2014	6:15:00	0.26042	9.483	0.102	3.008	1.141	18.131	18.6	From_Lake
773	2960	09/06/2014	IMG_2383	1	1	5	5	5	1	0	0	0	0	2	2	3	9	6	2014	6:30:00	0.27083	10.559	0.132	3.007	1.14	18.059	18.7	From_Lake
774	2961	09/06/2014	IMG_2384	1	1	10	10	10	0	0	0	0	0	2	1	3	9	6	2014	6:45:00	0.28125	8.683	0.169	3.002	1.136	18.038	18.6	From_Lake
775	2962	09/06/2014	IMG_2385	1	1	17	17	17	0	0	0	0	0	2	1	3	9	6	2014	7:00:00	0.29167	8.34	0.166	3.005	1.131	18.1	18.7	From_Lake
776	2963	09/06/2014	IMG_2386	1	1	16	16	16	0	0	0	0	0	2	1	3	9	6	2014	7:15:00	0.30208	7.012	0.186	3.004	1.132	18.075	18.6	From_Lake
777	2964	09/06/2014	IMG_2387	1	1	10	10	10	0	0	0	0	0	2	1	3	9	6	2014	7:30:00	0.3125	7.275	0.205	3.005	1.136	18.005	18.7	From_Lake
