SortIt	Order	Date	Image_Name	SiteNo	SideNo	LFC	LFCC	LFCCR	DF	Pelicans	Grebes	Cormorant	Percent_Obstructed	Exposure	Image_Clarity	Water_Clarity	Month	Day	Year	Time	Time_as_Num	Discharge_cms	Velocity_m_s	Argo_Depth_m	Logger_Depth_m	Logger_Temp_C	DucksUnlimited_Temp	Discharge_Dir
483	2520	04/06/2014	IMG_1943	1	1	65	65	65	0	0	0	0	0	2	1	1	4	6	2014	16:30:00	0.6875	-7.445	-0.092	2.989	1.088	18.469	19.9	From_Marsh
484	2521	04/06/2014	IMG_1944	1	1	37	37	37	0	0	0	0	0	2	2	1	4	6	2014	16:45:00	0.69792	-9.581	-0.1	2.992	1.071	18.518	19.9	From_Marsh
485	2522	04/06/2014	IMG_1945	1	1	41	41	41	0	0	0	0	0	2	2	1	4	6	2014	17:00:00	0.70833	-11.979	-0.101	2.986	1.08	18.566	19.9	From_Marsh
486	2523	04/06/2014	IMG_1946	1	1	31	31	31	0	0	0	0	0	2	1	1	4	6	2014	17:15:00	0.71875	-11.661	-0.109	2.988	1.096	18.54	19.9	From_Marsh
487	2524	04/06/2014	IMG_1947	1	1	45	45	45	0	0	0	0	0	2	1	1	4	6	2014	17:30:00	0.72917	-9.139	-0.116	2.987	1.119	18.489	19.9	From_Marsh
488	2525	04/06/2014	IMG_1948	1	1	0	0	0	0	15	0	0	44	1	1	1	4	6	2014	17:45:00	0.73958	-5.898	-0.155	2.982	1.13	18.456	19.9	From_Marsh
489	2526	04/06/2014	IMG_1949	1	1	50	53	53	0	2	0	0	5	2	1	1	4	6	2014	18:00:00	0.75	-3.915	-0.196	2.997	1.127	18.433	19.9	From_Marsh
490	2527	04/06/2014	IMG_1950	1	1	14	18	18	0	9	0	0	27	1	1	1	4	6	2014	18:15:00	0.76042	-3.429	-0.189	3.007	1.124	18.412	19.9	From_Marsh
491	2528	04/06/2014	IMG_1951	1	1	48	48	48	0	0	0	0	0	2	1	1	4	6	2014	18:30:00	0.77083	-3.566	-0.143	3.02	1.122	18.389	19.8	From_Marsh
492	2529	04/06/2014	IMG_1952	1	1	49	49	49	0	0	0	0	0	2	1	1	4	6	2014	18:45:00	0.78125	-3.701	-0.086	3.028	1.119	18.441	19.8	From_Marsh
493	2530	04/06/2014	IMG_1953	1	1	60	60	60	0	0	0	0	0	2	1	1	4	6	2014	19:00:00	0.79167	-3.843	-0.051	3.024	1.115	18.546	19.7	From_Marsh
494	2531	04/06/2014	IMG_1954	1	1	53	53	53	0	0	0	0	0	2	1	1	4	6	2014	19:15:00	0.80208	-4.685	-0.043	3.024	1.112	18.575	19.7	From_Marsh
495	2532	04/06/2014	IMG_1955	1	1	27	28	28	0	3	0	0	5	2	2	1	4	6	2014	19:30:00	0.8125	-5.41	-0.045	3.021	1.108	18.83	19.6	From_Marsh
496	2533	04/06/2014	IMG_1956	1	1	67	67	67	0	0	0	0	0	2	1	1	4	6	2014	19:45:00	0.82292	-5.451	-0.048	3.018	1.104	18.969	19.6	From_Marsh
497	2534	04/06/2014	IMG_1957	1	1	53	53	53	0	0	0	0	0	2	1	1	4	6	2014	20:00:00	0.83333	-5.105	-0.05	3.018	1.102	19.025	19.6	From_Marsh
498	2535	04/06/2014	IMG_1958	1	1	40	40	40	0	0	0	0	0	2	2	1	4	6	2014	20:15:00	0.84375	-4.254	-0.065	3.015	1.104	19.013	19.6	From_Marsh
499	2536	04/06/2014	IMG_1959	1	1	31	34	34	0	3	0	0	10	2	1	1	4	6	2014	20:30:00	0.85417	-3.186	-0.078	3.011	1.109	18.99	19.6	From_Marsh
500	2537	04/06/2014	IMG_1960	1	1	0	0	0	0	2	0	0	3	2	1	1	4	6	2014	20:45:00	0.86458	-0.993	-0.079	3.007	1.113	18.966	19.6	From_Marsh
501	2538	04/06/2014	IMG_1961	1	1	0	0	0	0	0	0	0	0	2	1	1	4	6	2014	21:00:00	0.875	1.092	-0.073	3.004	1.114	18.913	19.6	From_Lake
502	2539	04/06/2014	IMG_1962	1	1	0	0	0	0	0	0	0	2	2	1	1	4	6	2014	21:15:00	0.88542	3.961	-0.058	3.002	1.114	18.776	19.6	From_Lake
503	2540	04/06/2014	IMG_1963	1	1	0	0	0	0	0	0	0	2	2	1	1	4	6	2014	21:30:00	0.89583	5.308	-0.039	3.002	1.109	18.717	19.6	From_Lake
504	2541	04/06/2014	IMG_1964	1	1	0	0	0	0	0	0	0	3	2	1	1	4	6	2014	21:45:00	0.90625	4.144	0	3.004	1.094	18.681	19.6	From_Lake
505	2572	05/06/2014	IMG_1995	1	1	7	9	9	0	8	0	0	25	1	2	2	5	6	2014	5:30:00	0.22917	-6.432	-0.135	2.993	1.095	17.486	18.9	From_Marsh
506	2573	05/06/2014	IMG_1996	1	1	1	1	1	0	13	0	0	42	1	2	2	5	6	2014	5:45:00	0.23958	-5.796	-0.136	2.996	1.096	17.47	18.9	From_Marsh
507	2574	05/06/2014	IMG_1997	1	1	0	0	0	0	11	0	0	35	1	2	2	5	6	2014	6:00:00	0.25	-5.323	-0.118	2.997	1.101	17.461	18.9	From_Marsh
508	2575	05/06/2014	IMG_1998	1	1	2	3	3	0	9	0	0	25	2	1	2	5	6	2014	6:15:00	0.26042	-4.247	-0.104	3.002	1.102	17.573	18.8	From_Marsh
509	2576	05/06/2014	IMG_1999	1	1	53	53	53	0	0	0	0	0	2	1	1	5	6	2014	6:30:00	0.27083	-3.238	-0.097	2.998	1.104	17.687	18.8	From_Marsh
510	2577	05/06/2014	IMG_2000	1	1	50	50	50	0	0	0	0	0	2	1	1	5	6	2014	6:45:00	0.28125	-3.345	-0.086	3.001	1.102	17.732	18.8	From_Marsh
511	2578	05/06/2014	IMG_2001	1	1	0	0	0	0	17	0	0	43	1	1	2	5	6	2014	7:00:00	0.29167	-3.853	-0.077	3.002	1.098	17.692	18.8	From_Marsh
512	2579	05/06/2014	IMG_2002	1	1	0	0	0	0	13	0	0	38	1	1	2	5	6	2014	7:15:00	0.30208	-4.722	-0.058	3	1.101	17.558	18.8	From_Marsh
513	2580	05/06/2014	IMG_2003	1	1	0	0	0	0	7	0	0	26	1	1	2	5	6	2014	7:30:00	0.3125	-4.923	-0.04	3	1.098	17.504	18.8	From_Marsh
514	2581	05/06/2014	IMG_2004	1	1	0	0	0	0	9	0	0	33	1	1	2	5	6	2014	7:45:00	0.32292	-4.562	-0.042	2.998	1.104	17.609	18.8	From_Marsh
515	2582	05/06/2014	IMG_2005	1	1	3	4	4	0	12	0	0	34	1	1	2	5	6	2014	8:00:00	0.33333	-3.073	-0.051	2.999	1.109	17.704	18.8	From_Marsh
516	2583	05/06/2014	IMG_2006	1	1	0	0	0	0	15	0	0	47	1	1	2	5	6	2014	8:15:00	0.34375	-2.543	-0.067	2.999	1.112	17.771	18.7	From_Marsh
517	2584	05/06/2014	IMG_2007	1	1	2	2	2	0	0	0	0	0	2	1	3	5	6	2014	8:30:00	0.35417	-1.558	-0.07	3	1.115	17.808	18.8	From_Marsh
518	2585	05/06/2014	IMG_2008	1	1	3	3	3	0	0	0	0	0	2	1	3	5	6	2014	8:45:00	0.36458	0.162	-0.064	3.002	1.115	17.858	18.8	From_Lake
519	2586	05/06/2014	IMG_2009	1	1	2	2	2	0	3	0	0	8	2	1	3	5	6	2014	9:00:00	0.375	0.98	-0.037	3.002	1.113	17.846	18.8	From_Lake
520	2587	05/06/2014	IMG_2010	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	9:15:00	0.38542	1.175	-0.028	3.005	1.111	17.84	18.8	From_Lake
521	2588	05/06/2014	IMG_2011	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	9:30:00	0.39583	0.979	-0.01	3.006	1.11	17.869	18.9	From_Lake
522	2589	05/06/2014	IMG_2012	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	9:45:00	0.40625	0.386	0.021	3.007	1.11	17.818	18.9	From_Lake
523	2590	05/06/2014	IMG_2013	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	10:00:00	0.41667	0.302	0.035	3.008	1.108	17.73	19	From_Lake
524	2591	05/06/2014	IMG_2014	1	1	3	3	3	0	0	0	0	0	2	1	3	5	6	2014	10:15:00	0.42708	0.444	0.039	3.004	1.107	17.754	19	From_Lake
525	2592	05/06/2014	IMG_2015	1	1	0	0	0	0	1	0	0	3	2	1	3	5	6	2014	10:30:00	0.4375	0.415	0.035	3.006	1.106	17.755	19.1	From_Lake
526	2593	05/06/2014	IMG_2016	1	1	1	1	1	0	0	0	0	0	2	1	3	5	6	2014	10:45:00	0.44792	0.696	0.025	3.004	1.104	17.793	19.1	From_Lake
527	2594	05/06/2014	IMG_2017	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	11:00:00	0.45833	0.92	0.023	3.003	1.102	17.924	19.1	From_Lake
528	2595	05/06/2014	IMG_2018	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	11:15:00	0.46875	0.639	0.026	3.007	1.101	17.982	19.1	From_Lake
529	2596	05/06/2014	IMG_2019	1	1	0	0	0	0	0	0	0	0	2	1	2	5	6	2014	11:30:00	0.47917	0.806	0.025	3.004	1.101	17.956	19.1	From_Lake
530	2597	05/06/2014	IMG_2020	1	1	7	7	7	0	0	0	0	0	2	1	2	5	6	2014	11:45:00	0.48958	1.592	0.03	3.003	1.102	17.9	19.1	From_Lake
531	2598	05/06/2014	IMG_2021	1	1	2	2	2	0	0	0	0	0	2	1	2	5	6	2014	12:00:00	0.5	2.38	0.034	3.001	1.104	17.94	19.2	From_Lake
532	2599	05/06/2014	IMG_2022	1	1	3	3	3	0	0	0	0	0	2	1	3	5	6	2014	12:15:00	0.51042	3.444	0.029	3	1.106	18.23	19.3	From_Lake
533	2600	05/06/2014	IMG_2023	1	1	1	1	1	0	0	0	0	0	2	1	3	5	6	2014	12:30:00	0.52083	4.889	0.032	2.998	1.105	18.496	19.4	From_Lake
534	2601	05/06/2014	IMG_2024	1	1	3	3	3	0	0	0	0	0	2	1	3	5	6	2014	12:45:00	0.53125	5.508	0.046	2.999	1.105	18.667	19.4	From_Lake
535	2602	05/06/2014	IMG_2025	1	1	0	0	0	0	0	0	0	0	2	1	3	5	6	2014	13:00:00	0.54167	5.613	0.06	3	1.104	18.554	19.5	From_Lake
536	2603	05/06/2014	IMG_2026	1	1	25	27	27	0	0	0	0	8	2	1	2	5	6	2014	13:15:00	0.55208	5.729	0.079	2.999	1.105	18.444	19.5	From_Lake
537	2604	05/06/2014	IMG_2027	1	1	30	31	31	0	0	0	0	2	2	1	2	5	6	2014	13:30:00	0.5625	5.32	0.105	2.994	1.104	18.454	19.6	From_Lake
538	2605	05/06/2014	IMG_2028	1	1	23	25	25	0	0	0	0	7	2	1	2	5	6	2014	13:45:00	0.57292	4.043	0.116	2.995	1.104	18.601	19.6	From_Lake
539	2606	05/06/2014	IMG_2029	1	1	28	29	29	0	0	0	0	5	2	1	2	5	6	2014	14:00:00	0.58333	3.488	0.118	2.993	1.106	18.765	19.7	From_Lake
540	2607	05/06/2014	IMG_2030	1	1	20	22	22	0	0	0	0	8	2	1	2	5	6	2014	14:15:00	0.59375	4.055	0.12	2.994	1.107	18.976	19.7	From_Lake
541	2608	05/06/2014	IMG_2031	1	1	27	28	28	0	0	0	0	5	2	1	2	5	6	2014	14:30:00	0.60417	4.274	0.113	2.989	1.107	19.168	19.8	From_Lake
542	2609	05/06/2014	IMG_2032	1	1	47	51	51	0	0	0	0	10	2	1	2	5	6	2014	14:45:00	0.61458	4.131	0.09	2.992	1.109	19.333	19.8	From_Lake
543	2610	05/06/2014	IMG_2033	1	1	56	64	64	0	0	0	0	15	2	1	2	5	6	2014	15:00:00	0.625	4.042	0.08	2.993	1.11	19.44	19.8	From_Lake
544	2611	05/06/2014	IMG_2034	1	1	29	30	30	0	0	0	0	5	2	1	2	5	6	2014	15:15:00	0.63542	3.175	0.09	2.996	1.11	19.524	19.8	From_Lake
545	2612	05/06/2014	IMG_2035	1	1	6	6	6	0	0	0	0	0	2	1	3	5	6	2014	15:30:00	0.64583	2.646	0.094	2.994	1.11	19.562	19.9	From_Lake
546	2613	05/06/2014	IMG_2036	1	1	53	53	53	0	0	0	0	0	2	1	1	5	6	2014	15:45:00	0.65625	2.977	0.092	2.993	1.11	19.671	20	From_Lake
547	2614	05/06/2014	IMG_2037	1	1	39	39	39	0	0	0	0	0	2	1	2	5	6	2014	16:00:00	0.66667	2.54	0.09	2.991	1.112	19.867	20.2	From_Lake
548	2615	05/06/2014	IMG_2038	1	1	42	42	42	0	0	0	0	0	2	1	2	5	6	2014	16:15:00	0.67708	2.757	0.075	2.991	1.109	20.114	20.3	From_Lake
549	2616	05/06/2014	IMG_2039	1	1	35	35	35	0	0	0	0	0	2	1	2	5	6	2014	16:30:00	0.6875	2.478	0.065	2.991	1.108	20.254	20.4	From_Lake
550	2617	05/06/2014	IMG_2040	1	1	36	36	36	0	0	0	0	0	2	1	2	5	6	2014	16:45:00	0.69792	1.979	0.071	2.989	1.109	20.431	20.5	From_Lake
551	2618	05/06/2014	IMG_2041	1	1	22	22	22	1	0	0	0	0	2	1	2	5	6	2014	17:00:00	0.70833	1.807	0.063	2.995	1.108	20.51	20.6	From_Lake
552	2619	05/06/2014	IMG_2042	1	1	37	37	37	0	0	0	0	0	2	1	2	5	6	2014	17:15:00	0.71875	1.946	0.067	2.991	1.108	20.598	20.8	From_Lake
553	2620	05/06/2014	IMG_2043	1	1	38	38	38	0	0	0	0	0	2	1	2	5	6	2014	17:30:00	0.72917	0.742	0.062	2.991	1.107	20.674	20.9	From_Lake
554	2621	05/06/2014	IMG_2044	1	1	26	26	26	0	0	0	0	0	2	1	2	5	6	2014	17:45:00	0.73958	0.914	0.053	2.994	1.107	20.703	21	From_Lake
555	2622	05/06/2014	IMG_2045	1	1	26	26	26	0	0	0	0	0	2	1	2	5	6	2014	18:00:00	0.75	1.137	0.05	2.99	1.105	20.656	21	From_Lake
556	2623	05/06/2014	IMG_2046	1	1	24	24	24	0	0	0	0	0	2	1	2	5	6	2014	18:15:00	0.76042	1.08	0.053	2.99	1.103	20.564	21.1	From_Lake
557	2624	05/06/2014	IMG_2047	1	1	25	25	25	0	0	0	0	0	2	1	2	5	6	2014	18:30:00	0.77083	0.188	0.031	2.982	1.102	20.486	21.1	From_Lake
558	2625	05/06/2014	IMG_2048	1	1	40	40	40	0	0	0	0	0	2	1	2	5	6	2014	18:45:00	0.78125	-0.119	0.034	2.99	1.101	20.43	21.1	From_Marsh
559	2626	05/06/2014	IMG_2049	1	1	42	42	42	0	0	0	0	0	2	1	2	5	6	2014	19:00:00	0.79167	-0.594	0.038	2.99	1.099	20.406	21	From_Marsh
560	2627	05/06/2014	IMG_2050	1	1	13	13	13	0	0	0	0	0	2	1	2	5	6	2014	19:15:00	0.80208	-1.348	0.037	2.989	1.097	20.427	21	From_Marsh
561	2628	05/06/2014	IMG_2051	1	1	2	2	2	1	0	0	0	1	2	1	2	5	6	2014	19:30:00	0.8125	-2.046	0.021	2.991	1.096	20.542	21	From_Marsh
562	2629	05/06/2014	IMG_2052	1	1	14	15	15	2	0	0	0	4	2	1	2	5	6	2014	19:45:00	0.82292	-3.271	0.016	2.993	1.095	20.519	20.9	From_Marsh
563	2630	05/06/2014	IMG_2053	1	1	26	26	26	0	0	0	0	0	2	1	2	5	6	2014	20:00:00	0.83333	-4.49	0.007	2.991	1.093	20.488	20.7	From_Marsh
564	2631	05/06/2014	IMG_2054	1	1	24	24	24	0	0	0	0	0	2	1	2	5	6	2014	20:15:00	0.84375	-4.97	-0.007	2.991	1.096	20.352	20.7	From_Marsh
565	2632	05/06/2014	IMG_2055	1	1	19	19	19	0	0	0	0	0	2	1	2	5	6	2014	20:30:00	0.85417	-4.733	-0.019	2.991	1.098	20.272	20.7	From_Marsh
566	2633	05/06/2014	IMG_2056	1	1	2	2	2	0	0	0	0	0	2	1	2	5	6	2014	20:45:00	0.86458	-3.521	-0.041	2.99	1.108	20.233	20.6	From_Marsh
567	2634	05/06/2014	IMG_2057	1	1	0	0	0	0	0	0	0	3	2	1	2	5	6	2014	21:00:00	0.875	-1.672	-0.063	2.986	1.115	20.192	20.5	From_Marsh
568	2635	05/06/2014	IMG_2058	1	1	0	0	0	0	0	0	0	2	2	1	2	5	6	2014	21:15:00	0.88542	0.105	-0.072	2.988	1.114	20.169	20.7	From_Lake
569	2636	05/06/2014	IMG_2059	1	1	0	0	0	0	0	0	0	2	2	1	2	5	6	2014	21:30:00	0.89583	0.021	-0.067	2.993	1.108	20.158	20.7	From_Lake
570	2637	05/06/2014	IMG_2060	1	1	0	0	0	0	0	1	0	3	2	1	2	5	6	2014	21:45:00	0.90625	-2.338	-0.045	3.001	1.105	20.141	20.7	From_Marsh
571	2668	06/06/2014	IMG_2091	1	1	4	4	4	0	0	0	0	0	2	1	3	6	6	2014	5:30:00	0.22917	17.126	0.422	3.063	1.197	16.723	17.5	From_Lake
572	2669	06/06/2014	IMG_2092	1	1	2	2	2	0	0	0	0	0	2	2	3	6	6	2014	5:45:00	0.23958	13.173	0.381	3.066	1.189	16.695	17.7	From_Lake
573	2670	06/06/2014	IMG_2093	1	1	12	12	12	0	0	0	0	0	2	1	3	6	6	2014	6:00:00	0.25	9.429	0.42	3.065	1.185	16.712	17.5	From_Lake
574	2671	06/06/2014	IMG_2094	1	1	17	17	17	0	0	0	0	0	2	1	3	6	6	2014	6:15:00	0.26042	8.935	0.341	3.061	1.179	16.809	17.6	From_Lake
575	2672	06/06/2014	IMG_2095	1	1	13	13	13	0	0	0	0	0	2	1	3	6	6	2014	6:30:00	0.27083	8.542	0.312	3.056	1.175	16.898	17.6	From_Lake
576	2673	06/06/2014	IMG_2096	1	1	20	20	20	0	0	0	0	0	2	1	3	6	6	2014	6:45:00	0.28125	6.461	0.244	3.057	1.166	16.979	17.5	From_Lake
577	2674	06/06/2014	IMG_2097	1	1	36	36	36	0	0	0	0	0	2	1	3	6	6	2014	7:00:00	0.29167	3.022	0.18	3.053	1.163	17.07	17.5	From_Lake
578	2675	06/06/2014	IMG_2098	1	1	27	27	27	0	0	0	0	0	2	1	3	6	6	2014	7:15:00	0.30208	1.958	0.172	3.053	1.161	17.113	17.5	From_Lake
579	2676	06/06/2014	IMG_2099	1	1	32	32	32	0	0	0	0	0	2	1	3	6	6	2014	7:30:00	0.3125	1.757	0.165	3.05	1.162	17.138	17.5	From_Lake
580	2677	06/06/2014	IMG_2100	1	1	29	29	29	0	0	0	0	0	2	1	3	6	6	2014	7:45:00	0.32292	1.99	0.13	3.044	1.167	17.156	17.4	From_Lake
581	2678	06/06/2014	IMG_2101	1	1	34	34	34	0	0	0	0	0	2	1	3	6	6	2014	8:00:00	0.33333	2.517	0.07	3.043	1.17	17.187	17.4	From_Lake
582	2679	06/06/2014	IMG_2102	1	1	29	29	29	0	0	0	0	0	2	1	3	6	6	2014	8:15:00	0.34375	2.574	0.052	3.045	1.172	17.206	17.5	From_Lake
583	2680	06/06/2014	IMG_2103	1	1	21	21	21	0	0	0	0	0	2	1	3	6	6	2014	8:30:00	0.35417	3.914	0.048	3.047	1.176	17.232	17.6	From_Lake
584	2681	06/06/2014	IMG_2104	1	1	22	22	22	0	0	0	0	0	2	1	3	6	6	2014	8:45:00	0.36458	4.248	0.052	3.049	1.175	17.24	17.9	From_Lake
585	2682	06/06/2014	IMG_2105	1	1	28	28	28	0	0	0	0	0	2	1	3	6	6	2014	9:00:00	0.375	4.487	0.061	3.052	1.179	17.295	17.9	From_Lake
586	2683	06/06/2014	IMG_2106	1	1	25	25	25	0	0	0	0	0	2	1	3	6	6	2014	9:15:00	0.38542	6.605	0.062	3.051	1.188	17.38	17.8	From_Lake
587	2684	06/06/2014	IMG_2107	1	1	20	20	20	0	0	0	0	0	2	1	3	6	6	2014	9:30:00	0.39583	8.917	0.085	3.054	1.201	17.458	18	From_Lake
588	2685	06/06/2014	IMG_2108	1	1	27	27	27	0	0	0	0	0	2	1	3	6	6	2014	9:45:00	0.40625	11.585	0.091	3.049	1.206	17.533	17.9	From_Lake
589	2686	06/06/2014	IMG_2109	1	1	10	10	10	0	0	0	0	0	2	1	3	6	6	2014	10:00:00	0.41667	14.709	0.095	3.051	1.211	17.577	17.7	From_Lake
590	2687	06/06/2014	IMG_2110	1	1	0	0	0	0	0	0	0	0	2	1	3	6	6	2014	10:15:00	0.42708	17.936	0.132	3.051	1.218	17.531	17.4	From_Lake
591	2688	06/06/2014	IMG_2111	1	1	5	5	5	0	0	0	0	0	2	1	3	6	6	2014	10:30:00	0.4375	20.371	0.171	3.055	1.219	17.517	17.3	From_Lake
592	2689	06/06/2014	IMG_2112	1	1	6	6	6	0	0	0	0	0	2	1	3	6	6	2014	10:45:00	0.44792	22.944	0.217	3.054	1.22	17.512	17.4	From_Lake
593	2690	06/06/2014	IMG_2113	1	1	4	4	4	0	0	0	0	0	2	1	3	6	6	2014	11:00:00	0.45833	20.23	0.27	3.059	1.221	17.598	17.3	From_Lake
594	2691	06/06/2014	IMG_2114	1	1	2	2	2	0	0	0	0	0	2	1	3	6	6	2014	11:15:00	0.46875	24.576	0.325	3.061	1.218	17.624	17.3	From_Lake
595	2692	06/06/2014	IMG_2115	1	1	5	5	5	0	0	0	0	0	2	1	3	6	6	2014	11:30:00	0.47917	20.702	0.368	3.055	1.213	17.633	17.3	From_Lake
596	2693	06/06/2014	IMG_2116	1	1	1	1	1	0	0	0	0	0	2	1	3	6	6	2014	11:45:00	0.48958	22.152	0.413	3.054	1.212	17.647	17.4	From_Lake
597	2694	06/06/2014	IMG_2117	1	1	13	14	14	0	0	0	0	4	2	1	2	6	6	2014	12:00:00	0.5	17.972	0.366	3.053	1.204	17.699	17.6	From_Lake
598	2695	06/06/2014	IMG_2118	1	1	18	19	19	0	0	0	0	4	2	1	2	6	6	2014	12:15:00	0.51042	15.166	0.442	3.051	1.198	17.722	17.7	From_Lake
599	2696	06/06/2014	IMG_2119	1	1	23	25	25	0	0	0	0	10	2	1	2	6	6	2014	12:30:00	0.52083	15.709	0.375	3.049	1.193	17.46	17.6	From_Lake
600	2697	06/06/2014	IMG_2120	1	1	21	24	24	0	0	0	0	14	2	1	2	6	6	2014	12:45:00	0.53125	11.697	0.401	3.045	1.18	16.611	17.6	From_Lake
601	2698	06/06/2014	IMG_2121	1	1	14	15	15	0	0	0	0	9	2	1	2	6	6	2014	13:00:00	0.54167	10.831	0.33	3.038	1.173	16.495	17.6	From_Lake
602	2699	06/06/2014	IMG_2122	1	1	18	19	19	0	0	0	0	8	2	1	2	6	6	2014	13:15:00	0.55208	9.344	0.281	3.04	1.169	16.552	17.6	From_Lake
603	2700	06/06/2014	IMG_2123	1	1	18	19	19	0	0	0	0	8	2	1	2	6	6	2014	13:30:00	0.5625	7.583	0.291	3.036	1.169	16.663	17.7	From_Lake
604	2701	06/06/2014	IMG_2124	1	1	33	36	36	0	0	0	0	9	2	1	2	6	6	2014	13:45:00	0.57292	8.238	0.221	3.038	1.165	16.82	17.7	From_Lake
605	2702	06/06/2014	IMG_2125	1	1	15	17	17	0	2	0	0	15	2	1	2	6	6	2014	14:00:00	0.58333	7.673	0.206	3.037	1.16	16.915	17.8	From_Lake
606	2703	06/06/2014	IMG_2126	1	1	26	29	29	0	0	0	0	12	2	2	2	6	6	2014	14:15:00	0.59375	7.248	0.181	3.029	1.156	16.975	17.9	From_Lake
607	2704	06/06/2014	IMG_2127	1	1	34	39	39	0	0	0	0	14	2	2	2	6	6	2014	14:30:00	0.60417	5.873	0.15	3.031	1.152	17.055	18	From_Lake
608	2705	06/06/2014	IMG_2128	1	1	39	43	43	0	0	0	0	10	2	2	2	6	6	2014	14:45:00	0.61458	5.648	0.162	3.025	1.149	17.211	18.1	From_Lake
609	2706	06/06/2014	IMG_2129	1	1	38	42	42	0	0	0	0	12	2	1	2	6	6	2014	15:00:00	0.625	5.866	0.152	3.026	1.147	17.36	18.2	From_Lake
610	2707	06/06/2014	IMG_2130	1	1	32	35	35	0	0	0	0	11	2	1	2	6	6	2014	15:15:00	0.63542	6.543	0.145	3.02	1.152	17.424	18.2	From_Lake
611	2708	06/06/2014	IMG_2131	1	1	33	35	35	0	0	0	0	5	2	1	2	6	6	2014	15:30:00	0.64583	6.761	0.121	3.018	1.155	17.448	18.3	From_Lake
612	2709	06/06/2014	IMG_2132	1	1	44	48	48	0	0	0	0	9	2	1	2	6	6	2014	15:45:00	0.65625	6.503	0.117	3.019	1.155	17.504	18.4	From_Lake
613	2710	06/06/2014	IMG_2133	1	1	39	41	41	0	0	0	0	6	2	1	2	6	6	2014	16:00:00	0.66667	7.951	0.121	3.016	1.161	17.572	18.4	From_Lake
614	2711	06/06/2014	IMG_2134	1	1	38	40	40	0	0	0	0	4	2	1	2	6	6	2014	16:15:00	0.67708	9.237	0.133	3.015	1.164	17.707	18.5	From_Lake
615	2712	06/06/2014	IMG_2135	1	1	28	29	29	0	0	0	0	4	2	1	2	6	6	2014	16:30:00	0.6875	9.701	0.137	3.013	1.167	17.825	18.6	From_Lake
616	2713	06/06/2014	IMG_2136	1	1	34	34	34	0	0	0	0	0	2	1	2	6	6	2014	16:45:00	0.69792	11.158	0.133	3.006	1.171	17.881	18.6	From_Lake
617	2714	06/06/2014	IMG_2137	1	1	28	28	28	0	0	0	0	0	2	1	2	6	6	2014	17:00:00	0.70833	11.164	0.158	3.013	1.174	18.049	18.7	From_Lake
618	2715	06/06/2014	IMG_2138	1	1	32	32	32	0	0	0	0	0	2	1	2	6	6	2014	17:15:00	0.71875	12.527	0.182	3.005	1.177	18.277	18.7	From_Lake
619	2716	06/06/2014	IMG_2139	1	1	26	26	26	0	0	0	0	0	2	1	2	6	6	2014	17:30:00	0.72917	13.126	0.19	3.003	1.176	18.42	18.7	From_Lake
620	2717	06/06/2014	IMG_2140	1	1	27	27	27	0	0	0	0	0	2	1	2	6	6	2014	17:45:00	0.73958	13.962	0.216	3.002	1.177	18.362	18.7	From_Lake
621	2718	06/06/2014	IMG_2141	1	1	23	23	23	0	0	0	0	0	2	1	2	6	6	2014	18:00:00	0.75	11.938	0.217	2.995	1.178	18.287	18.7	From_Lake
622	2719	06/06/2014	IMG_2142	1	1	19	19	19	0	0	0	0	0	2	1	2	6	6	2014	18:15:00	0.76042	12.636	0.24	3.004	1.176	18.38	18.7	From_Lake
623	2720	06/06/2014	IMG_2143	1	1	18	18	18	0	0	0	0	0	2	1	2	6	6	2014	18:30:00	0.77083	13.728	0.251	3.002	1.175	18.466	18.8	From_Lake
624	2721	06/06/2014	IMG_2144	1	1	30	30	30	0	0	0	0	0	2	1	2	6	6	2014	18:45:00	0.78125	11.493	0.266	3.001	1.173	18.455	18.8	From_Lake
625	2722	06/06/2014	IMG_2145	1	1	28	28	28	0	0	0	0	0	2	1	2	6	6	2014	19:00:00	0.79167	11.72	0.23	3.001	1.169	18.5	18.8	From_Lake
626	2723	06/06/2014	IMG_2146	1	1	30	30	30	0	0	0	0	0	2	1	2	6	6	2014	19:15:00	0.80208	10.045	0.242	3.004	1.166	18.544	18.8	From_Lake
627	2724	06/06/2014	IMG_2147	1	1	39	39	39	0	0	0	0	0	2	1	2	6	6	2014	19:30:00	0.8125	11.207	0.262	3	1.163	18.607	18.8	From_Lake
628	2725	06/06/2014	IMG_2148	1	1	26	26	26	0	0	0	0	0	2	1	2	6	6	2014	19:45:00	0.82292	10.645	0.222	3.002	1.158	18.573	18.8	From_Lake
629	2726	06/06/2014	IMG_2149	1	1	29	29	29	0	0	0	0	0	2	1	2	6	6	2014	20:00:00	0.83333	8.013	0.226	3.002	1.157	18.556	18.8	From_Lake
